# LMFDB BJT fixture generated by `clgrp build-bjt-fixture`
# seed=20260217
# scan_limit=40000
# generated_unix=1771317392
# r	m	k	line	delta	discriminant	class_number	invariant_factors_csv
8	16	0	21820	2	-430648	132	132
8	16	0	21826	1	-430744	280	140,2
8	16	0	21860	1	-431448	304	152,2
8	16	0	21898	1	-432168	168	42,2,2
8	16	0	21905	1	-432312	220	110,2
8	16	0	21953	1	-433288	112	28,4
8	16	0	21993	1	-434040	272	68,2,2
8	16	0	21995	1	-434072	164	82,2
8	16	0	21999	1	-434152	150	150
8	16	0	22002	2	-434216	630	630
8	16	0	22011	1	-434408	232	116,2
8	16	0	22072	1	-435608	444	222,2
8	16	0	22097	3	-436120	188	94,2
8	16	0	22156	1	-437304	384	48,2,2,2
8	16	0	22211	1	-438376	168	84,2
8	16	0	22240	1	-438952	182	182
8	16	0	22262	1	-439368	208	104,2
8	16	0	22270	1	-439544	512	64,4,2
8	16	0	22281	1	-439752	256	32,4,2
8	16	0	22330	2	-440728	96	48,2
8	16	0	22353	1	-441128	292	146,2
8	16	0	22406	1	-442184	336	168,2
8	16	0	22464	2	-443320	132	66,2
8	16	0	22500	1	-444072	224	112,2
8	16	0	22538	2	-444824	470	470
8	16	0	22547	2	-445016	408	102,2,2
8	16	0	22551	1	-445096	160	20,4,2
8	16	0	22553	1	-445128	240	60,2,2
8	16	0	22630	1	-446680	168	42,2,2
8	16	0	22677	1	-447592	178	178
8	16	0	22756	1	-449144	416	104,4
8	16	0	22827	1	-450552	148	74,2
8	16	0	22928	2	-452536	264	132,2
8	16	0	22948	2	-452968	188	94,2
8	16	0	23032	1	-454648	192	96,2
8	16	0	23065	2	-455272	162	162
8	16	0	23077	1	-455496	352	176,2
8	16	0	23079	1	-455528	390	390
8	16	0	23092	1	-455784	304	76,2,2
8	16	0	23096	1	-455880	336	42,2,2,2
8	16	0	23097	2	-455912	230	230
8	16	0	23174	3	-457432	162	162
8	16	0	23466	1	-463144	184	46,2,2
8	16	0	23531	1	-464440	128	32,2,2
8	16	0	23565	1	-465160	144	36,2,2
8	16	0	23610	1	-466040	360	90,2,2
8	16	0	23611	2	-466072	200	50,2,2
8	16	0	23630	1	-466424	512	256,2
8	16	0	23674	1	-467304	292	146,2
8	16	0	23692	1	-467688	192	48,2,2
8	16	0	23712	1	-468056	432	216,2
8	16	0	23747	1	-468744	312	156,2
8	16	0	23759	2	-469016	260	130,2
8	16	0	23785	1	-469560	224	14,2,2,2,2
8	16	0	23812	1	-470072	188	94,2
8	16	0	23828	2	-470392	180	90,2
8	16	0	23849	1	-470840	456	114,2,2
8	16	0	23952	1	-472888	124	62,2
8	16	0	24089	1	-475624	202	202
8	16	0	24138	1	-476552	416	208,2
8	16	0	24172	1	-477208	150	150
8	16	0	24271	1	-479192	368	92,2,2
8	16	0	24298	1	-479704	164	82,2
8	16	0	24332	1	-480376	216	54,2,2
8	16	0	24345	2	-480616	234	234
8	16	0	24366	3	-481016	520	520
8	16	0	24427	3	-482216	320	80,2,2
8	16	0	24432	2	-482312	316	316
8	16	0	24438	1	-482424	380	190,2
8	16	0	24561	1	-484824	284	142,2
8	16	0	24595	1	-485528	288	144,2
8	16	0	24634	1	-486280	132	66,2
8	16	0	24763	1	-488872	144	72,2
8	16	0	24785	1	-489288	144	18,2,2,2
8	16	0	24845	1	-490440	208	26,2,2,2
8	16	0	24914	1	-491768	336	336
8	16	0	24961	3	-492728	256	64,4
8	16	0	24966	1	-492824	522	522
8	16	0	25068	1	-494824	136	68,2
8	16	0	25135	1	-496104	248	62,2,2
8	16	0	25160	3	-496616	480	240,2
8	16	0	25195	1	-497288	304	152,2
8	16	0	25320	2	-499736	586	586
8	16	0	25333	1	-499992	176	44,2,2
8	16	0	25364	4	-500632	180	30,6
8	16	0	25396	1	-501224	410	410
8	16	0	25435	1	-502008	176	44,2,2
8	16	0	25440	1	-502104	204	102,2
8	16	0	25487	1	-503032	212	106,2
8	16	0	25565	1	-504584	364	364
8	16	0	25570	1	-504696	392	98,2,2
8	16	0	25635	1	-505912	140	70,2
8	16	0	25643	4	-506104	160	80,2
8	16	0	25698	1	-507192	184	46,2,2
8	16	0	25752	1	-508232	296	74,2,2
8	16	0	25815	1	-509448	192	96,2
8	16	0	25838	1	-509896	248	248
8	16	0	25874	2	-510616	244	122,2
8	16	0	25922	1	-511592	210	210
8	16	0	25980	1	-512760	248	62,2,2
8	16	0	26063	1	-514344	448	112,2,2
8	16	0	26090	2	-514888	208	104,2
8	16	0	26159	1	-516296	344	172,2
8	16	0	26200	1	-517112	268	134,2
8	16	0	26351	2	-520072	120	30,2,2
8	16	0	26361	1	-520264	320	320
8	16	0	26371	1	-520440	208	52,2,2
8	16	0	26375	3	-520552	108	54,2
8	16	0	26422	1	-521464	192	192
8	16	0	26439	3	-521816	412	206,2
8	16	0	26514	1	-523256	584	584
8	16	0	26518	2	-523336	192	24,4,2
8	16	0	26534	1	-523640	464	58,2,2,2
8	16	0	26557	1	-524072	508	254,2
8	16	0	26567	1	-524312	350	70,5
8	16	0	26569	1	-524344	180	60,3
8	16	0	26584	1	-524648	278	278
8	16	0	26607	1	-525128	240	60,4
8	16	0	26608	1	-525144	252	126,2
8	16	0	26677	1	-526488	224	112,2
8	16	0	26681	1	-526568	264	132,2
8	16	0	26746	2	-527848	186	186
8	16	0	26783	1	-528584	440	220,2
8	16	0	26819	1	-529320	272	34,2,2,2
8	16	0	26885	1	-530664	372	186,2
8	16	0	26930	1	-531544	240	60,2,2
8	16	0	26961	1	-532136	456	228,2
8	16	0	27100	1	-534872	344	86,2,2
8	16	0	27153	1	-535944	368	92,2,2
8	16	0	27179	1	-536424	224	28,2,2,2
8	16	0	27191	1	-536680	140	70,2
8	16	0	27279	1	-538408	208	52,2,2
8	16	0	27293	3	-538712	282	282
8	16	0	27373	1	-540280	192	48,2,2
8	16	0	27385	1	-540488	220	110,2
8	16	0	27394	1	-540696	232	58,2,2
8	16	0	27404	1	-540872	400	100,2,2
8	16	0	27492	1	-542584	208	52,4
8	16	0	27503	1	-542792	456	228,2
8	16	0	27507	1	-542872	96	24,2,2
8	16	0	27528	1	-543304	272	68,4
8	16	0	27534	1	-543448	166	166
8	16	0	27562	1	-543992	228	114,2
8	16	0	27675	1	-546232	108	108
8	16	0	27716	1	-547032	256	64,2,2
8	16	0	27842	1	-549528	160	40,2,2
8	16	0	27856	1	-549784	216	108,2
8	16	0	27859	1	-549848	320	80,2,2
8	16	0	27861	1	-549896	364	364
8	16	0	27885	1	-550376	460	230,2
8	16	0	27888	1	-550424	600	300,2
8	16	0	28185	1	-556328	248	124,2
8	16	0	28252	2	-557656	168	84,2
8	16	0	28269	1	-557992	124	62,2
8	16	0	28278	1	-558152	336	168,2
8	16	0	28311	1	-558856	172	172
8	16	0	28451	1	-561576	256	128,2
8	16	0	28453	1	-561608	324	324
8	16	0	28460	2	-561752	248	62,2,2
8	16	0	28481	1	-562152	240	60,2,2
8	16	0	28503	2	-562616	468	468
8	16	0	28508	1	-562712	372	186,2
8	16	0	28580	2	-564136	316	158,2
8	16	0	28592	1	-564376	168	42,2,2
8	16	0	28594	2	-564424	224	112,2
8	16	0	28597	1	-564472	204	102,2
8	16	0	28612	1	-564760	136	34,2,2
8	16	0	28670	1	-565912	184	92,2
8	16	0	28674	1	-565976	336	168,2
8	16	0	28716	1	-566808	144	18,2,2,2
8	16	0	28748	2	-567416	340	170,2
8	16	0	28758	1	-567608	444	444
8	16	0	28809	1	-568568	304	38,2,2,2
8	16	0	28827	2	-568952	344	344
8	16	0	28839	2	-569208	248	62,2,2
8	16	0	28958	1	-571544	442	442
8	16	0	28973	1	-571832	340	340
8	16	0	28976	3	-571912	224	56,2,2
8	16	0	29004	1	-572456	476	238,2
8	16	0	29054	1	-573432	204	102,2
8	16	0	29097	1	-574264	256	64,4
8	16	0	29116	2	-574648	156	78,2
8	16	0	29153	1	-575336	426	426
8	16	0	29170	1	-575672	380	190,2
8	16	0	29182	2	-575944	268	268
8	16	0	29218	3	-576664	188	94,2
8	16	0	29282	2	-577912	152	38,2,2
8	16	0	29344	1	-579144	288	72,2,2
8	16	0	29373	2	-579688	130	130
8	16	0	29425	1	-580808	248	124,2
8	16	0	29533	1	-582888	208	52,2,2
8	16	0	29539	1	-583032	168	42,2,2
8	16	0	29558	1	-583384	266	266
8	16	0	29651	1	-585208	160	40,2,2
8	16	0	29660	4	-585448	218	218
8	16	0	29725	1	-586712	372	186,2
8	16	0	29742	1	-587064	240	60,2,2
8	16	0	29745	1	-587112	216	54,2,2
8	16	0	29758	1	-587352	252	126,2
8	16	0	29800	1	-588232	148	148
8	16	0	29819	2	-588616	256	64,2,2
8	16	0	29961	1	-591368	324	162,2
8	16	0	29980	2	-591784	214	214
8	16	0	30018	1	-592536	416	104,2,2
8	16	0	30132	1	-594824	728	728
8	16	0	30138	1	-594920	360	90,2,2
8	16	0	30186	1	-595864	252	126,2
8	16	0	30222	2	-596536	236	236
8	16	0	30309	1	-598232	318	318
8	16	0	30324	1	-598504	196	98,2
8	16	0	30388	2	-599816	544	272,2
8	16	0	30396	1	-599960	352	44,4,2
8	16	0	30528	1	-602552	308	154,2
8	16	0	30570	1	-603352	172	86,2
8	16	0	30591	1	-603768	168	42,2,2
8	16	0	30690	2	-605752	192	48,2,2
8	16	0	30717	1	-606280	216	54,2,2
8	16	0	30800	1	-607944	320	40,4,2
8	16	0	30826	1	-608456	584	292,2
8	16	0	30854	1	-609032	272	272
8	16	0	30906	2	-610072	110	110
8	16	0	30942	1	-610744	276	276
8	16	0	31030	1	-612488	264	264
8	16	0	31133	1	-614552	302	302
8	16	0	31146	2	-614824	220	110,2
8	16	0	31174	3	-615416	508	254,2
8	16	0	31177	1	-615464	512	256,2
8	16	0	31203	2	-615976	240	120,2
8	16	0	31268	1	-617208	148	74,2
8	16	0	31277	1	-617384	440	220,2
8	16	0	31312	1	-618056	600	300,2
8	16	0	31338	1	-618584	318	318
8	16	0	31387	1	-619528	208	26,2,2,2
8	16	0	31393	1	-619640	440	110,2,2
8	16	0	31403	2	-619864	192	96,2
8	16	0	31449	1	-620760	272	34,2,2,2
8	16	0	31476	1	-621256	256	128,2
8	16	0	31486	1	-621480	288	72,2,2
8	16	0	31497	1	-621672	228	114,2
8	16	0	31502	1	-621768	200	50,2,2
8	16	0	31524	1	-622232	296	74,2,2
8	16	0	31556	1	-622840	160	40,2,2
8	16	0	31567	1	-623080	288	72,2,2
8	16	0	31633	1	-624392	480	480
8	16	0	31686	2	-625416	272	34,2,2,2
8	16	0	31766	2	-627064	224	112,2
8	16	0	31795	2	-627608	256	128,2
8	16	0	31906	1	-629752	128	32,4
8	16	0	31922	2	-630088	192	48,2,2
8	16	0	31928	3	-630232	138	138
8	16	0	31941	1	-630456	248	62,2,2
8	16	0	31950	2	-630664	256	128,2
8	16	0	32004	1	-631736	528	132,2,2
8	16	0	32041	2	-632488	180	90,2
8	16	0	32071	1	-633064	290	290
8	16	0	32103	2	-633688	264	66,2,2
8	16	0	32118	1	-633992	336	84,2,2
8	16	0	32137	1	-634376	456	228,2
8	16	0	32166	1	-634936	228	228
8	16	0	32195	1	-635496	292	146,2
8	16	0	32207	1	-635720	352	88,2,2
8	16	0	32219	1	-635944	234	234
8	16	0	32251	1	-636584	468	234,2
8	16	0	32289	1	-637320	272	34,2,2,2
8	16	0	32331	1	-638184	272	136,2
8	16	0	32361	1	-638776	372	372
8	16	0	32441	1	-640392	176	88,2
8	16	0	32459	1	-640792	168	84,2
8	16	0	32508	1	-641768	386	386
8	16	0	32588	1	-643304	480	240,2
8	16	0	32635	1	-644264	656	328,2
8	16	0	32646	1	-644456	482	482
8	16	0	32679	1	-645112	188	94,2
8	16	0	32716	1	-645848	240	60,2,2
8	16	0	32719	1	-645896	660	660
8	16	0	32723	1	-645976	210	210
8	16	0	32740	1	-646296	304	76,2,2
8	16	0	32757	2	-646648	168	168
8	16	0	32812	1	-647720	540	270,2
8	16	0	32823	2	-647944	264	66,2,2
8	16	0	32826	1	-648008	320	320
8	16	0	32832	1	-648120	192	24,2,2,2
8	16	0	32897	2	-649384	242	242
8	16	0	32906	1	-649592	288	288
8	16	0	32946	2	-650392	146	146
8	16	0	32964	1	-650728	120	60,2
8	16	0	32965	1	-650744	832	832
8	16	0	32989	1	-651208	220	220
8	16	0	32997	1	-651352	136	68,2
8	16	0	33022	1	-651880	192	48,2,2
8	16	0	33036	1	-652152	224	56,2,2
8	16	0	33066	1	-652744	192	96,2
8	16	0	33070	1	-652808	316	158,2
8	16	0	33249	1	-656392	160	80,2
8	16	0	33289	1	-657128	418	418
8	16	0	33323	2	-657816	344	172,2
8	16	0	33358	1	-658504	256	64,2,2
8	16	0	33393	2	-659224	256	128,2
8	16	0	33398	2	-659320	208	52,2,2
8	16	0	33407	1	-659496	392	196,2
8	16	0	33438	1	-660072	264	66,2,2
8	16	0	33522	1	-661720	160	40,2,2
8	16	0	33600	1	-663256	292	146,2
8	16	0	33620	2	-663672	252	126,2
8	16	0	33630	1	-663880	248	62,2,2
8	16	0	33651	1	-664264	344	172,2
8	16	0	33689	3	-665032	160	40,4
8	16	0	33722	1	-665688	212	106,2
8	16	0	33735	2	-665944	222	222
8	16	0	33758	1	-666392	350	350
8	16	0	33761	1	-666440	412	206,2
8	16	0	33791	1	-667048	156	78,2
8	16	0	33807	1	-667352	400	100,2,2
8	16	0	33821	1	-667640	548	274,2
8	16	0	33951	1	-670232	448	224,2
8	16	0	33998	1	-671144	500	250,2
8	16	0	34017	1	-671480	420	210,2
8	16	0	34100	1	-673192	168	84,2
8	16	0	34178	3	-674728	200	50,2,2
8	16	0	34195	1	-675032	380	190,2
8	16	0	34211	1	-675320	444	222,2
8	16	0	34316	2	-677368	220	110,2
8	16	0	34376	1	-678536	600	300,2
8	16	0	34430	1	-679640	384	48,4,2
8	16	0	34460	1	-680248	168	84,2
8	16	0	34473	2	-680488	154	154
8	16	0	34480	1	-680648	348	348
8	16	0	34495	2	-680920	152	38,2,2
8	16	0	34509	1	-681176	374	374
8	16	0	34517	1	-681320	556	278,2
8	16	0	34614	1	-683288	262	262
8	16	0	34628	1	-683560	176	44,2,2
8	16	0	34672	1	-684440	352	88,2,2
8	16	0	34675	2	-684520	168	42,2,2
8	16	0	34699	2	-685016	666	666
8	16	0	34724	1	-685496	488	244,2
8	16	0	34792	1	-686888	276	138,2
8	16	0	34844	1	-687896	612	306,2
8	16	0	34929	3	-689560	184	92,2
8	16	0	34968	1	-690360	256	32,2,2,2
8	16	0	34996	1	-690904	168	84,2
8	16	0	35013	1	-691240	192	48,2,2
8	16	0	35115	1	-693240	192	24,2,2,2
8	16	0	35166	1	-694264	280	280
8	16	0	35202	1	-694936	184	46,2,2
8	16	0	35400	1	-698872	168	168
8	16	0	35405	3	-699016	288	72,2,2
8	16	0	35431	1	-699512	260	130,2
8	16	0	35494	1	-700760	304	152,2
8	16	0	35511	1	-701096	464	116,2,2
8	16	0	35517	1	-701192	308	308
8	16	0	35543	1	-701720	456	114,2,2
8	16	0	35580	1	-702424	274	274
8	16	0	35603	2	-702872	264	132,2
8	16	0	35617	1	-703144	224	112,2
8	16	0	35643	1	-703624	256	64,4
8	16	0	35671	1	-704168	328	82,2,2
8	16	0	35677	1	-704296	226	226
8	16	0	35688	2	-704536	256	64,2,2
8	16	0	35709	1	-704920	228	114,2
8	16	0	35848	2	-707704	200	200
8	16	0	35876	1	-708232	160	80,2
8	16	0	35987	1	-710392	128	128
8	16	0	35991	1	-710472	200	50,2,2
8	16	0	36086	1	-712328	236	236
8	16	0	36090	1	-712392	168	84,2
8	16	0	36106	1	-712712	416	52,2,2,2
8	16	0	36119	1	-712968	184	46,2,2
8	16	0	36125	1	-713112	208	52,2,2
8	16	0	36126	1	-713128	156	78,2
8	16	0	36140	3	-713432	324	162,2
8	16	0	36160	2	-713816	442	442
8	16	0	36223	2	-715080	240	30,2,2,2
8	16	0	36225	1	-715112	380	190,2
8	16	0	36265	2	-715912	164	82,2
8	16	0	36290	1	-716376	304	76,2,2
8	16	0	36440	2	-719368	204	102,2
8	16	0	36510	1	-720744	336	84,2,2
8	16	0	36565	1	-721832	360	180,2
8	16	0	36570	1	-721912	136	136
8	16	0	36637	1	-723192	204	102,2
8	16	0	36656	1	-723576	400	50,2,2,2
8	16	0	36710	1	-724648	132	66,2
8	16	0	36950	1	-729352	172	86,2
8	16	0	36955	1	-729464	480	480
8	16	0	36987	1	-730072	140	70,2
8	16	0	36996	1	-730248	288	144,2
8	16	0	37077	3	-731896	212	106,2
8	16	0	37159	1	-733528	206	206
8	16	0	37237	1	-735080	384	48,2,2,2
8	16	0	37263	1	-735560	496	62,2,2,2
8	16	0	37275	4	-735816	304	38,2,2,2
8	16	0	37286	1	-736008	192	24,2,2,2
8	16	0	37320	1	-736696	256	64,4
8	16	0	37321	1	-736712	224	112,2
8	16	0	37353	1	-737320	244	122,2
8	16	0	37392	2	-738088	176	44,2,2
8	16	0	37429	1	-738824	384	384
8	16	0	37458	2	-739384	268	134,2
8	16	0	37509	2	-740392	148	74,2
8	16	0	37569	1	-741560	340	170,2
8	16	0	37579	1	-741752	252	42,6
8	16	0	37690	1	-743944	256	256
8	16	0	37741	1	-744920	288	72,2,2
8	16	0	37786	1	-745832	490	490
8	16	0	37824	2	-746584	210	210
8	16	0	37825	2	-746616	392	98,2,2
8	16	0	37828	1	-746664	408	102,2,2
8	16	0	37866	2	-747416	650	650
8	16	0	37889	1	-747896	528	528
8	16	0	37945	3	-749032	130	130
8	16	0	37991	1	-749944	316	158,2
8	16	0	37995	1	-750008	464	116,2,2
8	16	0	38019	1	-750488	258	258
8	16	0	38021	1	-750520	168	42,2,2
8	16	0	38126	1	-752552	412	206,2
8	16	0	38147	1	-752952	176	44,2,2
8	16	0	38188	1	-753752	554	554
8	16	0	38248	1	-754968	152	38,2,2
8	16	0	38250	2	-755016	336	84,2,2
8	16	0	38285	2	-755704	336	336
8	16	0	38355	1	-757128	216	36,6
8	16	0	38359	1	-757192	140	140
8	16	0	38388	1	-757768	128	32,2,2
8	16	0	38410	1	-758168	386	386
8	16	0	38536	1	-760712	420	420
8	16	0	38552	1	-761032	192	96,2
8	16	0	38557	2	-761128	144	72,2
8	16	0	38570	1	-761368	188	94,2
8	16	0	38590	1	-761752	282	282
8	16	0	38622	1	-762376	328	164,2
8	16	0	38641	1	-762760	244	122,2
8	16	0	38642	1	-762776	536	134,2,2
8	16	0	38644	1	-762808	184	92,2
8	16	0	38679	1	-763496	676	338,2
8	16	0	38706	1	-764056	362	362
8	16	0	38744	1	-764776	262	262
8	16	0	38863	3	-767176	208	104,2
8	16	0	38887	2	-767640	288	72,2,2
8	16	0	38892	1	-767720	360	90,2,2
8	16	0	38903	1	-767960	328	82,2,2
8	16	0	38933	1	-768520	252	126,2
8	16	0	38980	1	-769448	254	254
8	16	0	39020	1	-770248	172	172
8	16	0	39022	2	-770296	240	120,2
8	16	0	39031	1	-770456	348	174,2
8	16	0	39057	1	-770952	352	44,2,2,2
8	16	0	39077	1	-771368	356	178,2
8	16	0	39169	1	-773160	352	44,2,2,2
8	16	0	39177	1	-773304	328	82,2,2
8	16	0	39220	1	-774184	312	78,2,2
8	16	0	39254	1	-774888	192	48,2,2
8	16	0	39263	2	-775096	352	88,4
8	16	0	39303	1	-775848	312	156,2
8	16	0	39342	2	-776616	292	146,2
8	16	0	39367	2	-777112	228	114,2
8	16	0	39375	2	-777256	242	242
8	16	0	39526	1	-780232	192	48,4
8	16	0	39541	1	-780520	256	32,2,2,2
8	16	0	39543	2	-780568	314	314
8	16	0	39594	2	-781576	280	140,2
8	16	0	39644	1	-782520	216	54,2,2
8	16	0	39655	1	-782760	272	34,2,2,2
8	16	0	39675	1	-783192	212	106,2
8	16	0	39704	3	-783784	258	258
8	16	0	39729	1	-784280	592	148,2,2
8	16	0	39854	2	-786760	208	26,2,2,2
8	16	0	39873	1	-787128	268	134,2
8	16	0	39901	1	-787672	170	170
8	16	0	39926	1	-788136	420	210,2
8	16	0	39930	1	-788248	248	124,2
8	16	0	39963	3	-788936	448	112,4
